Boxer,Date,Purse,lnRPurse,weight,Age,Wins,Losses,KO,W-Title,PPV,RDS
"Clary, Toka-Khan",2015.11.20,7500.0,8.95675090966455,126.5,23.4166666666667,16,0,10,0,0,8
"Lopez, Sergio",2015.11.20,1500.0,7.34731299723045,132.2,29.6666666666667,19,9,13,0,0,8
"Ramirez, Gilberto DJ",2015.11.20,80000.0,11.3238745237962,167.5,24.4166666666667,32,0,24,0,0,10
"Rodriguez, Saul",2015.11.20,40000.0,10.6307273432362,131.0,22.5833333333335,18,0,13,0,0,10
"Najera, Ivan",2015.11.20,20000.0,9.93758016267628,134.6,23.0,16,1,8,0,0,10
"Ponomarev, Konstantin",2015.11.20,30000.0,10.3430452707844,150.0,23.0833333333335,28,0,13,0,0,8
"Quigley, Jason R.",2015.11.20,8000.0,9.02128943080212,161.2,24.5,8,0,8,0,0,4
"De La Hoya, Diego",2015.11.20,20000.0,9.93758016267628,123.6,21.25,12,0,7,0,0,8
"Garcia, Horacio",2015.11.20,10000.0,9.24443298211633,123.4,25.4166666666667,29,1,21,0,0,8
"Hidalgo, Raul",2015.11.20,8000.0,9.02128943080212,123.4,27.0,24,13,18,0,0,8
"Esparza, Francisco",2015.11.20,2000.0,7.63499506968223,128.0,20.9221461187215,1,0,0,0,0,4
"Sosa, John Karl",2015.11.20,8000.0,9.02128943080212,146.4,23.1666666666667,13,0,6,0,0,8
"Sanchez, Alan L.",2015.11.20,5000.0,8.55128580155639,146.4,24.75,16,3,8,0,0,8
"Ruiz, Erik",2015.11.20,4000.0,8.32814225024218,121.4,23.6666666666667,14,4,6,0,0,8
"Tapia, Roy",2015.11.20,6000.0,8.73360735835034,122.0,24.1666666666667,11,0,6,0,0,8
"Carlson, Carlos",2015.11.20,5000.0,8.55128580155639,117.0,25.4166666666667,19,1,12,0,0,8
"Estrella, Jose",2015.11.20,4000.0,8.32814225024218,117.2,25.9945205479453,14,8,10,0,0,8
"Lapizco, Francisco J.",2015.11.20,2000.0,7.63499506968223,115.0,20.5,7,2,5,0,0,6
"Mendez, Manuel",2015.11.20,3000.0,8.0404601777904,137.0,25.1666666666667,8,1,5,0,0,6
"Ramirez, Jose L. Jnr.",2015.11.20,3000.0,8.0404601777904,135.9,28.0,7,2,4,0,0,6
"Santillan, Giovanni",2015.11.20,5500.0,8.64659598136071,144.4,23.9890410958906,17,0,9,0,0,8
"Puga, Rudy A.",2015.11.20,2975.0,8.03209192811988,163.6,24.8333333333335,5,0,5,0,0,6
"Rojas, Juan Carlos",2015.11.20,2500.0,7.85813862099644,164.0,28.1666666666667,7,15,6,0,0,6
"Alvarez, Saul C.",2015.11.21,5000000.0,15.4590410805385,155.0,25.3333333333335,45,1,32,1,1,12
"Cotto, Miguel A.",2015.11.21,15000000.0,16.5576533692066,153.5,35.0833333333335,40,4,32,1,1,12
"Rigondeaux, Guillermo",2015.11.21,350000.0,12.7997810436058,121.5,35.1666666666667,15,0,10,0,1,10
"Francisco, Drian H.",2015.11.21,27000.0,10.2376847551266,121.0,33.0,28,3,22,0,1,10
"Luckey, Tyrone Aaron",2015.11.21,7000.0,8.8877580381776,128.5,30.5,8,4,6,0,0,4
"Zhilei, Zhang",2015.11.21,8000.0,9.02128943080212,264.5,32.5,5,0,3,0,0,4
"Vargas, Francisco J.",2015.11.21,200000.0,12.2401652556703,129.5,30.931506849312,22,0,16,1,1,12
"Tanajara, Hector F. Jnr",2015.11.21,4000.0,8.32814225024218,131.5,18.9643835616439,3,0,2,0,0,4
"Rios, Ronny",2015.11.21,75000.0,11.2593360026586,125.5,25.8333333333335,24,1,10,1,1,10
"Velez, Jayson J.",2015.11.21,75000.0,11.2593360026586,125.5,27.6666666666667,23,0,16,1,1,10
"Johnson, Lucius III",2015.11.28,1000.0,6.94184788912229,163.75,23.75,2,0,1,0,0,4
"Calles, Henry Jnr.",2015.11.28,1000.0,6.94184788912229,165.0,38.8333333333335,1,0,0,0,0,4
"Mixon, Ronald",2015.11.28,1000.0,6.94184788912229,185.0,26.5833333333335,4,0,3,0,0,4
"Ruiz, Abraham C.",2015.11.28,1000.0,6.94184788912229,147.0,27.25,0,2,0,0,0,4
"Haro, Peter J.",2015.11.28,1500.0,7.34731299723045,145.0,28.8333333333335,3,2,1,0,0,6
"Reyes, Manuel A.",2015.11.28,1500.0,7.34731299723045,145.0,25.0,3,3,1,0,0,6
"Montelongo, Xavier Jnr.",2015.11.28,1500.0,7.34731299723045,122.75,23.75,8,3,2,0,0,6
"Quevedo, Daniel",2015.11.28,1500.0,7.34731299723045,120.75,31.9863013698598,13,16,8,0,0,6
"Papazian, Jared",2015.11.28,1000.0,6.94184788912229,147.0,27.75,2,0,2,0,0,4
"Bello, Luis",2015.12.03,2500.0,7.85813862099644,139.8,22.0915525114158,6,2,2,0,0,4
"Dixon, Evincii",2015.12.03,3000.0,8.0404601777904,142.0,24.424885844749,5,12,2,0,0,4
"Shaw, Stephan",2015.12.03,3000.0,8.0404601777904,251.0,23.174885844749,5,0,4,0,0,6
"Biddle, Dan",2015.12.03,5000.0,8.55128580155639,227.0,30.8415525114158,9,4,5,0,0,6
"Rodriguez, Flavio",2015.12.03,2000.0,7.63499506968223,147.4,25.2582191780823,2,0,1,0,0,4
"Coronel, Clint",2015.12.03,2000.0,7.63499506968223,146.4,34.424885844749,4,3,1,0,0,4
"Herrera, Thomas A.",2015.12.03,2000.0,7.63499506968223,135.8,30.5082191780823,4,14,1,0,0,4
"Martinez, Ruben",2015.12.03,2500.0,7.85813862099644,136.4,20.424885844749,2,0,0,0,0,4
"Mares, Adan",2015.12.03,3000.0,8.0404601777904,134.0,26.5082191780823,14,1,3,0,0,6
"Lopez, Pedro",2015.12.03,4000.0,8.32814225024218,134.2,23.9506849315071,6,2,2,0,0,6
"Nyambayar, Tugstsogt",2015.12.03,8500.0,9.08191405261856,123.6,23.424885844749,3,0,3,0,0,8
"Melo, Pedro",2015.12.03,5500.0,8.64659598136071,122.6,27.5915525114158,15,11,6,0,0,8
"Watts, Kevin",2015.12.03,6000.0,8.73360735835034,140.0,23.5915525114158,9,0,3,0,0,8
"Lopez, Manuel D.",2015.12.03,7500.0,8.95675090966455,140.0,25.3415525114158,9,1,5,0,0,8
"Martin, Kareem",2015.12.03,4500.0,8.44592528589856,146.6,20.2582191780823,6,0,3,0,0,6
"Watts, Tevin",2015.12.03,3500.0,8.19461085761766,146.6,23.5915525114158,4,0,0,0,0,6
"Vila, Cesar",2015.12.03,7000.0,8.8877580381776,154.6,29.174885844749,8,3,4,0,0,8
"Arce, Nicolas",2015.12.04,3000.0,8.0404601777904,126.75,19.3442922374431,5,0,5,0,0,6
"Delgado, Ivan",2015.12.04,3500.0,8.19461085761766,130.75,25.3442922374431,7,0,2,0,0,6
"Gonzalez, Christian",2015.12.04,8000.0,9.02128943080212,130.4,20.0942922374431,11,0,10,0,0,8
"Ochoa, Alejandro",2015.12.04,3500.0,8.19461085761766,134.0,26.8442922374431,6,10,0,0,0,8
"Negrete, Oscar M.",2015.12.04,6000.0,8.73360735835034,117.6,28.3442922374431,11,0,4,0,0,6
"Guerrero, Ernesto",2015.12.04,4500.0,8.44592528589856,119.0,26.8442922374431,20,16,13,0,0,6
"Franco, Joshua",2015.12.04,3500.0,8.19461085761766,114.5,20.0942922374431,2,0,1,0,0,6
"Sanchez, Emilio",2015.12.04,3500.0,8.19461085761766,125.6,21.5109589041097,9,0,6,0,0,6
"Hernandez, Juan",2015.12.04,3500.0,8.19461085761766,125.8,19.4276255707764,4,1,1,0,0,6
"Altamirano, Eric",2015.12.05,2500.0,7.85813862099644,136.0,26.2105022831051,5,0,4,0,0,4
"Courchaine, David L.",2015.12.05,2200.0,7.73030524948656,158.8,32.7938356164384,2,6,2,0,0,4
"Lopez, Joe L.",2015.12.05,3500.0,8.19461085761766,163.0,32.0109589041065,6,0,3,0,0,4
"Garcia, Johnny",2015.12.05,18000.0,9.83221964701845,139.4,33.6271689497719,19,3,11,0,0,8
"Ramirez, Jose C.",2015.12.05,30000.0,10.3430452707844,140.0,23.2938356164384,15,0,12,0,0,8
"Rojas, Alex",2015.12.05,1500.0,7.34731299723045,140.8,24.7105022831051,1,0,1,0,0,4
"Ruiz, Juan",2015.12.05,7000.0,8.8877580381776,127.0,37.0164383561644,24,19,7,0,0,4
"Robb, Guy Lee",2015.12.05,7500.0,8.95675090966455,126.6,26.7938356164384,16,1,7,0,0,4
"Vences, Andy",2015.12.05,7500.0,8.95675090966455,131.4,24.5438356164384,13,0,9,0,0,8
"Barboza, Arnold Jnr.",2015.12.12,4500.0,8.44592528589856,143.0,24.0383561643837,8,0,2,0,0,6
"Capaceta, Victor",2015.12.12,2500.0,7.85813862099644,130.3,23.2296803652969,4,9,2,0,0,6
"Duran, Pedro",2015.12.12,4000.0,8.32814225024218,129.3,22.0630136986301,12,0,9,0,0,6
"Barrera, Sullivan",2015.12.12,40000.0,10.6307273432362,172.0,33.8130136986301,16,0,11,0,0,12
"Teague, Tavorus",2015.12.12,1500.0,7.34731299723045,151.3,28.6463470319636,2,6,1,0,0,4
"Besputin, Alexander",2015.12.12,4000.0,8.32814225024218,152.0,24.6463470319636,0,0,0,0,0,6
"Kavaliauskas, Egidijus",2015.12.12,8000.0,9.02128943080212,150.3,27.4796803652969,10,0,9,0,0,8
"Magomedov, Arif",2015.12.12,20000.0,9.93758016267628,159.0,23.3130136986301,16,0,9,0,0,10
"Ovsepyan, Arman",2015.12.12,10000.0,9.24443298211633,148.0,29.8130136986301,14,5,11,0,0,8
"Santana, Francisco",2015.12.12,12500.0,9.46757653343054,147.3,29.5630136986301,22,4,11,0,0,8
"Castano, Brian C.",2015.12.18,15000.0,9.6498980902245,155.8,26.2461187214612,10,0,8,0,0,8
"Bey, Mickey C.",2015.12.18,25000.0,10.1607237139905,134.4,32.4961187214612,21,1,10,0,0,10
"Barthelemy, Rances",2015.12.18,180000.0,12.1348047400125,134.2,29.4961187214612,23,0,13,1,0,12
"Shafikov, Denis F.",2015.12.18,125000.0,11.7701616264246,134.2,30.4961187214612,36,1,19,1,0,12
"Gavril, Ronald",2015.12.18,25000.0,10.1607237139905,167.4,29.412785388128,14,1,10,0,0,8
"Davis, Gervonta",2015.12.18,25000.0,10.1607237139905,133.0,21.0794520547945,13,0,12,0,0,10
"Sanchez, Luis",2015.12.18,10000.0,9.24443298211633,131.2,23.5794520547945,17,4,5,0,0,10
"Thomas, Isiah A.",2015.12.18,50000.0,10.8538708945504,198.8,26.912785388128,15,0,6,0,0,12
"Gassiev, Murat",2015.12.18,30000.0,10.3430452707844,197.8,22.162785388128,22,0,16,0,0,12
"Smith, Ishe O.",2015.12.18,50000.0,10.8538708945504,154.4,37.412785388128,27,8,12,0,0,10
"Pearson, Christopher",2015.12.18,40000.0,10.6307273432362,156.8,25.0794520547945,13,0,10,0,0,8
"Cancio, Andrew",2015.12.18,8000.0,9.02128943080212,127.2,27.162785388128,15,3,11,0,0,10
"Alvarado, Rene A.",2015.12.18,12000.0,9.42675453891029,127.4,26.8294520547945,23,5,16,0,0,10
"Dong, Taishan",2015.12.18,12000.0,9.42675453891029,280.0,27.5794520547945,5,0,3,0,0,4
"Bartlemay, Derick",2015.12.18,1300.0,7.20421215358978,139.2,30.3294520547945,0,0,0,0,0,4
"Magdaleno, Marco",2015.12.18,1500.0,7.34731299723045,137.4,20.0794520547945,1,0,1,0,0,4
"Gaxiola, Michael",2015.12.18,3500.0,8.19461085761766,121.6,21.912785388128,4,4,0,0,0,6
"Gramajo, Rafael",2015.12.18,3000.0,8.0404601777904,121.0,25.8294520547945,5,1,2,0,0,6
"Partida, Hugo",2015.12.18,12000.0,9.42675453891029,125.4,27.9999999999968,21,6,16,0,0,10
"Diaz, Joseph Jnr.",2015.12.18,25000.0,10.1607237139905,126.0,23.0794520547945,18,0,10,0,0,10
"Dixon, Evincii",2015.12.18,3750.0,8.26360372910461,147.0,24.4961187214612,6,12,2,0,0,6
"Tucker, Deartie",2015.12.18,1800.0,7.52963455402441,146.0,30.3294520547945,2,3,2,0,0,4
"Dinong, Jonathan",2015.12.18,1500.0,7.34731299723045,146.6,23.162785388128,0,0,0,0,0,4
"Washington, Tommy Jnr.",2015.12.18,3000.0,8.0404601777904,259.0,29.2461187214612,6,7,2,0,0,6
"Bellows, Lanell V.",2016.02.16,8000.0,9.00847421910926,169.8,30.25,14,1,7,0,0,8
"Miller, Ladarius R.",2016.02.16,5000.0,8.53847058986353,137.0,22.5833333333335,9,0,1,0,0,6
"Newman, Kevin II",2016.02.16,4000.0,8.31532703854932,164.0,24.2445205479453,4,0,1,0,0,6
"Heraldez, Juan G.",2016.02.16,5000.0,8.53847058986353,143.0,25.5833333333335,9,0,6,0,0,8
"Mate, Adam",2016.02.16,4000.0,8.31532703854932,140.0,25.0833333333335,19,7,12,0,0,8
"Holifield, Charvis B.",2016.02.16,5000.0,8.53847058986353,143.8,31.2390410958872,4,1,3,0,0,6
"Lee, Maurice C.",2016.02.16,4000.0,8.31532703854932,142.2,23.9166666666667,5,0,3,0,0,6
"Rivas, Ronald",2016.02.16,3500.0,8.18179564592479,140.0,29.4166666666667,3,3,2,0,0,6
"Pettis, Tra-Kwon",2016.02.16,3000.0,8.02764496609754,137.4,20.3333333333335,2,0,1,0,0,4
"Thompson, Lionell L.",2016.02.16,10000.0,9.23161777042347,177.8,30.5833333333335,16,3,10,0,0,8
"Parker, Paul L.",2016.02.16,10000.0,9.23161777042347,178.5,31.0,7,1,4,0,0,8
"Santiago, Alexis I.",2016.02.16,15000.0,9.63708287853164,120.0,25.4166666666667,20,3,8,0,0,10
"Ruiz, Erik",2016.02.16,15000.0,9.63708287853164,119.4,23.9166666666667,15,4,6,0,0,10
"Ramirez, Gilberto DJ",2016.04.09,140000.0,11.8706751000387,168.0,24.8333333333333,33,0,24,1,1,12
"Khusnulgatin, Ilshat",2016.04.09,4000.0,8.31532703854932,167.0,25.8333333333333,12,1,6,0,0,6
"Bradley, Timothy",2016.04.09,4000000.0,15.2230823175315,146.5,32.6666666666665,33,1,13,0,1,12
"Pacquiao, Emmanuel",2016.04.09,7000000.0,15.7826981054669,145.5,37.3700913242008,57,6,38,0,1,12
"Kavaliauskas, Egidijus",2016.04.09,7500.0,8.94393569797169,146.5,27.8333333333333,12,0,11,0,0,8
"Mohammedi, Nadjib",2016.04.09,30000.0,10.3302300590916,171.0,31.0833333333333,37,4,23,0,0,10
"Gvozdyk, Oleksandr",2016.04.09,12500.0,9.45476132173768,174.5,29.0,9,0,7,0,0,10
"Valdez, Oscar R.",2016.04.09,100000.0,11.5342028634175,125.5,25.356392694064,18,0,16,0,1,10
"Gradovich, Evgeny",2016.04.09,100000.0,11.5342028634175,126.0,29.6666666666665,21,1,9,0,1,10
"Haney, Devin",2016.04.09,3000.0,8.02764496609754,137.5,17.4166666666665,4,0,3,0,0,4
"Vazquez, Rafael J.",2016.04.09,2000.0,7.62217985798937,132.5,25.5,2,4,0,0,0,4
"Ramirez, Jose C.",2016.04.09,75000.0,11.2465207909657,138.0,23.6666666666665,16,0,12,0,1,10
"Perez, Manuel S.",2016.04.09,34000.0,10.4553932020456,137.5,31.9166666666665,25,11,6,0,1,10
"Ponomarev, Konstantin",2016.04.09,32500.0,10.4102727667651,147.0,23.5,29,0,13,0,0,10
"Solomon, Brad E.",2016.04.09,35000.0,10.4843807389188,147.0,32.9166666666665,26,0,9,0,0,10
"Moreno, Randy",2016.04.16,1000.0,6.92903267742943,129.0,20.4139269406392,1,0,1,0,0,4
"Bartlemay, Derick",2016.04.16,1100.0,7.02434285723375,132.0,30.6666666666665,0,2,0,0,0,4
"Van Heerden, Christopher",2016.04.16,10000.0,9.23161777042347,147.0,28.8333333333333,23,2,12,0,0,10
"Claggett, Stephen J.",2016.04.16,8000.0,9.00847421910926,147.0,26.8333333333333,23,3,16,0,0,10
"Nichols, Jeremy R.",2016.04.16,1000.0,6.92903267742943,147.0,26.0,2,0,2,0,0,4
"Lopez, Salvador",2016.04.16,1000.0,6.92903267742943,129.5,22.0,2,0,0,0,0,4
"Murphy, Matthew",2016.04.16,1200.0,7.11135423422338,134.5,23.75,0,2,0,0,0,4
"Macias, Neeco",2016.04.16,4500.0,8.4331100742057,152.0,25.0,11,0,6,0,0,8
"Cano, Pablo C.",2016.05.06,15000.0,9.63708287853164,146.4,26.5833333333335,29,4,21,0,0,10
"Sanchez, Alan L.",2016.05.06,3000.0,8.02764496609754,147.0,25.25,17,3,9,0,0,10
"Gonzalez, Joet",2016.05.06,5000.0,8.53847058986353,125.6,22.5833333333335,12,0,6,0,0,8
"Garcia, Horacio",2016.05.06,20000.0,9.92476495098342,121.8,25.9166666666667,30,1,22,0,0,10
"Ruiz, Erik",2016.05.06,10000.0,9.23161777042347,122.4,24.1666666666667,15,5,6,0,0,10
"Petrov, Petr",2016.05.06,25000.0,10.1479085022976,134.4,33.1666666666667,36,4,17,0,0,10
"Quintero, Marvin J.",2016.05.06,20000.0,9.92476495098342,136.2,29.417808219175,28,6,24,0,0,10
"Rocha, Alexis",2016.05.06,4000.0,8.31532703854932,147.6,18.8333333333335,1,0,1,0,0,4
"Alvarez, Saul C.",2016.05.07,3500000.0,15.0895509249069,155.0,25.8333333333335,46,1,32,1,1,12
"Khan, Amir",2016.05.07,2000000.0,14.5299351369715,155.0,29.4780821917777,31,3,19,1,1,12
"Lopez, Marco A.",2016.05.07,4000.0,8.31532703854932,148.5,29.0,25,8,16,0,0,8
"Gomez, Frankie",2016.05.07,90000.0,11.4288423477597,146.0,24.25,20,0,13,0,1,10
"Herrera, Mauricio",2016.05.07,175000.0,12.0938186513529,145.5,36.0,22,5,7,0,1,10
"Quigley, Jason R.",2016.05.07,20000.0,9.92476495098342,160.0,25.0,10,0,9,0,0,10
"De La Rosa, James",2016.05.07,20000.0,9.92476495098342,162.0,28.5,23,3,13,0,0,10
"De La Hoya, Diego",2016.05.07,30000.0,10.3302300590916,122.0,21.75,14,0,8,0,0,8
"Santomauro, Rocco",2016.05.07,10000.0,9.23161777042347,121.0,28.4890410958872,13,0,1,0,0,8
"Tapia, Glen",2016.05.07,150000.0,11.9396679715257,159.5,26.4698630136986,23,2,15,0,1,10
"Lemieux, David",2016.05.07,200000.0,12.2273500439775,160.0,27.439726027394,34,3,31,0,1,10
"Teixeira, Patrick",2016.05.07,50000.0,10.8410556828576,159.0,25.486301369863,26,0,22,0,1,10
"Stevens, Curtis",2016.05.07,65000.0,11.1034199473251,160.0,31.1666666666667,27,5,20,0,1,10
"Holifield, Charvis B.",2016.05.13,5000.0,8.53847058986353,143.2,31.4890410958872,5,1,4,0,0,6
"Miller, Ladarius R.",2016.05.13,5000.0,8.53847058986353,137.0,22.8333333333335,9,1,1,0,0,6
"Gavril, Ronald",2016.05.13,25000.0,10.1479085022976,166.6,29.8333333333335,15,1,11,0,0,10
"Hunter, Michael",2016.05.13,10000.0,9.23161777042347,193.8,27.8333333333335,11,0,8,0,0,10
"Thomas, Isiah A.",2016.05.13,21000.0,9.97355511515285,200.0,27.3333333333335,15,0,6,0,0,10
"Lee, Maurice C.",2016.05.13,5000.0,8.53847058986353,144.2,24.1666666666667,6,0,3,0,0,6
"Santana, Samuel",2016.05.13,4000.0,8.31532703854932,144.2,31.25,7,10,1,0,0,6
"Mahmood, Ahmed",2016.05.13,3500.0,8.18179564592479,124.2,21.0833333333335,5,0,3,0,0,6
"Rakhmanov, Sanjarbek",2016.05.13,6000.0,8.72079214665748,142.8,26.6666666666667,4,0,3,0,0,6
"Olvera, Alfonso L.",2016.05.13,7000.0,8.87494282648474,141.6,26.4424657534214,7,2,3,0,0,6
"Newman, Kevin II",2016.05.13,4000.0,8.31532703854932,163.6,24.4945205479453,5,0,2,0,0,6
"Umarzoda, Azamat",2016.05.13,4000.0,8.31532703854932,163.4,29.8333333333335,2,9,1,0,0,6
"Tabiti, Andrew",2016.05.13,40000.0,10.6179121315434,193.8,26.6666666666667,12,0,11,0,0,10
"Bellows, Lanell V.",2016.05.21,8000.0,9.00847421910926,169.0,30.5,15,1,8,0,0,8
"Sigmon, Scott C.",2016.05.21,15000.0,9.63708287853164,169.4,29.1666666666667,26,8,14,0,0,8
"Charlo, Jermell",2016.05.21,250000.0,12.4504935952917,153.8,26.0,27,0,12,1,0,12
"Jackson, John A.",2016.05.21,175000.0,12.0938186513529,153.5,27.3333333333335,20,2,15,1,0,12
"Charlo, Jermall",2016.05.21,500000.0,13.1436407758516,153.2,26.0,23,0,18,1,0,12
"Trout, Austin",2016.05.21,300000.0,12.6328151520856,154.0,30.6666666666667,30,2,17,1,0,12
"Flores, Benjamin J.",2016.05.21,20000.0,9.92476495098342,224.5,37.3333333333335,31,2,20,0,0,6
"Martirosyan, Vanes N.",2016.05.21,400000.0,12.9204972245374,153.8,30.0,36,2,21,1,0,12
"Lara, Erislandy",2016.05.21,700000.0,13.4801130124728,153.5,33.0833333333335,22,2,13,1,0,12
"Pettis, Tra-Kwon",2016.05.21,3500.0,8.18179564592479,136.0,20.5833333333335,3,0,1,0,0,6
"Rodriguez, Mohamed",2016.05.21,3000.0,8.02764496609754,137.8,19.0,6,2,2,0,0,6
"Shumenov, Beibut",2016.05.21,25000.0,10.1479085022976,199.0,32.75,16,2,10,1,0,12
"Cochran, Jerren",2016.05.21,3200.0,8.09218348723511,122.0,25.8333333333335,11,0,4,0,0,8
"Lopez, Antonio",2016.05.21,3200.0,8.09218348723511,122.0,22.3333333333335,10,1,3,0,0,8
"Magomedov, Arif",2016.05.21,12000.0,9.41393932721743,160.0,23.75,17,0,10,0,0,10
"Hernandez, Andrew",2016.05.21,13500.0,9.53172236287381,160.0,30.4205479452023,11,4,3,0,0,10
"Haney, Devin",2016.05.21,3000.0,8.02764496609754,133.0,17.5,5,0,3,0,0,6
"Nichols, Jeremy R.",2016.05.21,1000.0,6.92903267742943,147.0,26.0833333333335,3,0,2,0,0,4
"Vera, John Jnr",2016.05.21,5000.0,8.53847058986353,154.0,27.6666666666667,13,0,8,0,0,8
"Allen, Damon",2016.05.25,2500.0,7.84532340930358,134.0,23.6666666666667,9,0,3,0,0,6
"Tanajara, Hector F. Jnr",2016.05.25,6000.0,8.72079214665748,132.0,19.4643835616439,5,0,3,0,0,6
"Valerio, Edgar",2016.05.25,4000.0,8.31532703854932,129.0,21.8333333333335,6,0,4,0,0,6
"Salazar, Alexis",2016.05.25,1500.0,7.33449778553759,155.0,20.8333333333335,11,3,6,0,0,6
"Velasquez, Hector",2016.05.25,1500.0,7.33449778553759,150.4,41.1666666666667,57,27,39,0,0,6
"Gutierrez, Jesus A.",2016.06.10,10000.0,9.23161777042347,134.1,27.5449771689466,14,0,4,0,0,10
"Brock, Demond",2016.06.10,7500.0,8.94393569797169,135.0,35.25,11,3,4,0,0,10
"Garza, Rolando",2016.06.10,2500.0,7.84532340930358,155.0,24.1666666666667,8,0,6,0,0,6
"Ornelas, Max",2016.06.10,1000.0,6.92903267742943,117.5,18.0,0,0,0,0,0,4
"Rice, Jonathan",2016.06.10,2000.0,7.62217985798937,259.0,29.3333333333333,3,1,2,0,0,4
"Nichols, Jeremy R.",2016.06.10,1000.0,6.92903267742943,145.5,26.1666666666667,4,0,2,0,0,4
"Gallegos, Jose L.",2016.06.11,1320.0,7.20666441402771,127.0,21.4166666666667,3,2,2,0,0,4
"Busuioc, Rafael I.",2016.06.11,1309.0,7.19829616435719,131.0,27.5203196346999,2,1,1,0,0,4
"Murphy, Matthew",2016.06.11,1000.0,6.92903267742943,136.0,23.9166666666667,0,3,0,0,0,4
"Bartlemay, Derick",2016.06.11,1000.0,6.92903267742943,135.5,30.8333333333333,0,3,0,0,0,4
"E-Njani, Mulapi",2016.06.11,1200.0,7.11135423422338,118.0,29.25,2,1,1,0,0,4
"Vasquez, Oscar R.",2016.06.11,2212.0,7.72292976108951,112.0,28.9166666666667,9,1,2,0,0,8
"Lapizco, Francisco J.",2016.06.11,3500.0,8.18179564592479,111.0,21.0833333333333,7,3,2,0,0,8
"Benavidez, Jose L.",2016.07.23,50000.0,10.8410556828576,146.5,24.1666666666665,24,0,16,0,1,10
"Santana, Francisco",2016.07.23,50000.0,10.8410556828576,148.0,30.1666666666665,24,4,12,0,1,10
"Postol, Viktor",2016.07.23,250000.0,12.4504935952917,139.5,32.5,28,0,12,2,1,12
"Crawford, Terence",2016.07.23,1300000.0,14.0991522208791,140.0,28.8333333333333,28,0,20,2,1,12
"Gvozdyk, Oleksandr",2016.07.23,30000.0,10.3302300590916,175.0,29.25,10,0,8,0,1,10
"Nelson, Steven C.",2016.07.23,3000.0,8.02764496609754,171.0,28.0833333333333,2,0,2,0,0,4
"Zappavigna, Leonardo",2016.07.23,35000.0,10.4843807389188,143.0,28.75,34,2,24,0,0,10
"Murata, Ryota",2016.07.23,25000.0,10.1479085022976,161.0,30.5,10,0,7,0,0,10
"Valdez, Oscar R.",2016.07.23,140000.0,11.8706751000387,126.0,25.606392694064,19,0,17,1,1,12
"Vasquez, Santos",2016.08.27,1000.0,6.92903267742943,108.0,25.5833333333335,2,2,1,0,0,4
"Felix, Jose Jnr.",2016.08.27,15000.0,9.63708287853164,137.6,24.25,33,1,25,0,0,10
"Frankel, Robert A.",2016.08.27,15000.0,9.63708287853164,137.6,36.1666666666667,34,16,7,0,0,10
"Lopez, Sergio R.",2016.08.27,1000.0,6.92903267742943,120.4,25.4166666666667,2,3,0,0,0,4
"Marriaga, Miguel",2016.08.27,8000.0,9.00847421910926,126.0,29.8333333333335,23,1,19,0,0,10
"Robb, Guy Lee",2016.08.27,15000.0,9.63708287853164,126.0,27.5,18,1,8,0,0,10
"Moreno, Pedro",2016.08.27,1500.0,7.33449778553759,134.8,19.0,3,0,3,0,0,4
"Vazquez, Rafael J.",2016.08.27,1500.0,7.33449778553759,134.8,25.8333333333335,2,5,0,0,0,4
"Nichols, Jeremy R.",2016.09.09,1240.0,7.14414405704637,147.0,26.4166666666667,5,0,2,0,0,4
"Robles, Emmanuel",2016.09.09,7500.0,8.94393569797169,140.0,28.5,15,0,5,0,0,10
"Claggett, Stephen J.",2016.09.09,7500.0,8.94393569797169,140.0,27.25,23,4,16,0,0,10
"Garza, Rolando",2016.09.09,5500.0,8.63378076966785,154.0,24.4166666666667,9,0,6,0,0,8
"Macias, Neeco",2016.09.09,8000.0,9.00847421910926,153.5,25.4166666666667,12,0,6,0,0,8
"Moreno, Randy",2016.09.09,1000.0,6.92903267742943,129.0,20.8305936073059,3,0,2,0,0,4
"Ornelas, Max",2016.09.09,1000.0,6.92903267742943,118.0,18.25,3,0,2,0,0,4
"Quiroz, Jonathan",2016.09.09,1200.0,7.11135423422338,118.0,22.8223744292236,6,4,1,0,0,4
"Miller, Ladarius R.",2016.09.16,5000.0,8.53847058986353,137.2,23.1666666666667,10,1,2,0,0,6
"Bogere, Sharif",2016.09.16,20000.0,9.92476495098342,134.5,27.9166666666667,28,1,19,0,0,10
"DeLoach, Justin L.",2016.09.16,12500.0,9.45476132173768,152.4,22.5833333333333,15,1,8,0,0,10
"Dolton, Domonique",2016.09.16,10000.0,9.23161777042347,154.0,26.8333333333333,17,0,9,0,0,10
"Bellows, Lanell V.",2016.09.16,8000.0,9.00847421910926,170.2,30.8333333333333,16,1,9,0,0,8
"Perez, DeCarlo Jose",2016.09.16,8000.0,9.00847421910926,168.5,25.5833333333333,15,5,5,0,0,8
"Santiago, Alexis I.",2016.09.16,20000.0,9.92476495098342,120.6,26.0,21,3,8,0,0,10
"Cayetano, Jose",2016.09.16,5000.0,8.53847058986353,121.0,29.4166666666667,19,4,9,0,0,10
"Love, J'Leon",2016.09.16,20000.0,9.92476495098342,169.0,29.0,22,1,12,0,0,10
"Johnson, Dashon A.",2016.09.16,15000.0,9.63708287853164,165.5,28.6666666666667,21,19,6,0,0,10
